DIA;MES;AÑO;TERMINAL;MONTO;RESPUESTA;MENSAJE;TRX;TARJETA;BIN
9;10;2012;AT12;100;1;5;1;4010010000009896;401001
17;06;2011;AT05;125;1;5;1;4010010000006650;401001
19;02;2012;AT02;135;1;1;1;4010020000008293;401002
21;10;2011;AT12;145;1;2;2;4010020000002200;401002
12;05;2012;AT09;55;1;1;2;4010010000001944;401001
19;10;2010;AT13;105;1;3;1;4010020000004071;401002
7;01;2011;AT08;90;1;1;1;4010020000007550;401002
7;09;2011;AT25;65;1;2;2;4010020000004288;401002
2;04;2010;AT09;70;1;5;2;4010010000009808;401001
3;04;2011;AT17;30;1;2;2;4010020000009604;401002
21;05;2010;AT22;50;1;5;2;4010020000002484;401002
15;08;2012;AT16;145;1;2;2;4010020000009881;401002
16;03;2010;AT24;100;1;5;2;4010010000009563;401001
18;10;2011;AT18;105;1;3;1;4010020000003727;401002
14;08;2012;AT24;5;1;4;2;4010010000001616;401001
21;10;2011;AT17;30;1;3;2;4010010000009781;401001
5;10;2010;AT22;60;1;2;2;4010010000004625;401001
26;02;2012;AT06;10;1;4;1;4010020000009085;401002
9;08;2012;AT01;15;1;5;2;4010010000005379;401001
20;09;2012;AT23;500;1;4;2;4010010000001429;401001
28;02;2010;AT09;90;1;4;2;4010010000005045;401001
28;05;2010;AT24;105;1;2;2;4010020000002372;401002
30;10;2012;AT02;115;1;1;2;4010010000007446;401001
25;02;2010;AT06;120;1;5;1;4010020000001671;401002
6;09;2012;AT13;375;1;5;2;4010020000007420;401002
12;08;2011;AT17;50;1;1;1;4010010000004041;401001
20;07;2010;AT04;450;1;2;1;4010010000002315;401001
11;11;2012;AT05;375;1;1;2;4010010000004452;401001
28;09;2012;AT02;30;1;1;1;4010020000008211;401002
10;11;2011;AT16;20;1;5;1;4010010000005284;401001
5;02;2012;AT23;105;1;4;1;4010020000004567;401002
9;10;2010;AT04;500;1;2;2;4010010000002471;401001
28;04;2010;AT22;55;1;4;1;4010020000004511;401002
4;12;2012;AT05;85;1;5;1;4010020000002772;401002
6;09;2010;AT07;200;1;1;2;4010010000005295;401001
21;10;2010;AT14;200;1;5;1;4010020000005785;401002
11;09;2010;AT01;65;1;1;1;4010010000005295;401001
29;12;2010;AT18;30;1;5;1;4010010000005574;401001
11;08;2011;AT03;90;1;4;2;4010020000005832;401002
22;10;2012;AT21;175;1;1;2;4010010000004647;401001
22;02;2011;AT12;175;1;4;2;4010020000001052;401002
12;02;2010;AT10;45;1;2;2;4010020000007922;401002
28;08;2012;AT09;105;1;1;2;4010020000002783;401002
16;07;2012;AT25;100;1;2;1;4010020000004362;401002
20;12;2010;AT05;135;1;2;2;4010010000004155;401001
24;11;2010;AT10;25;1;1;2;4010020000009703;401002
10;02;2010;AT24;75;1;2;1;4010010000007576;401001
15;04;2010;AT09;100;1;2;1;4010010000008843;401001
5;12;2012;AT09;175;1;4;2;4010020000009274;401002
1;12;2010;AT18;15;1;4;2;4010010000004867;401001
3;04;2012;AT24;75;1;3;2;4010020000004542;401002
2;02;2010;AT09;15;1;3;1;4010020000006926;401002
25;10;2012;AT04;80;1;2;2;4010010000006822;401001
15;04;2011;AT11;500;1;1;1;4010010000003599;401001
11;07;2012;AT02;135;1;5;2;4010020000004164;401002
22;04;2010;AT01;120;1;2;2;4010020000002044;401002
4;12;2012;AT20;120;1;4;2;4010020000006177;401002
10;05;2010;AT17;40;1;2;2;4010010000009688;401001
29;10;2011;AT25;40;1;4;1;4010020000005220;401002
3;02;2012;AT09;95;1;3;1;4010020000007493;401002
15;11;2010;AT09;200;1;2;2;4010010000005290;401001
13;02;2012;AT09;25;1;4;1;4010010000008203;401001
29;03;2010;AT25;75;1;5;2;4010020000008714;401002
13;02;2012;AT16;10;1;2;2;4010010000001050;401001
19;07;2012;AT08;40;1;3;2;4010010000009738;401001
26;08;2011;AT19;110;1;3;2;4010010000005324;401001
17;08;2010;AT15;75;1;4;2;4010010000007999;401001
26;10;2012;AT25;75;1;2;2;4010020000005790;401002
18;08;2011;AT18;90;1;5;2;4010020000008675;401002
23;05;2011;AT19;90;1;4;1;4010020000007153;401002
14;10;2010;AT06;40;1;2;1;4010010000007170;401001
10;05;2011;AT06;250;1;5;1;4010020000001889;401002
3;10;2012;AT07;500;1;1;1;4010020000008962;401002
25;07;2012;AT09;25;1;3;2;4010010000008252;401001
15;05;2011;AT01;65;1;2;2;4010010000005333;401001
17;09;2011;AT03;10;1;3;1;4010010000001175;401001
30;11;2012;AT23;45;1;2;2;4010010000002338;401001
17;09;2011;AT25;5;1;5;2;4010010000001636;401001
12;08;2010;AT16;450;1;2;2;4010010000003294;401001
8;11;2012;AT12;250;1;2;2;4010020000006895;401002
4;03;2012;AT17;105;1;2;1;4010020000004317;401002
7;04;2011;AT07;105;1;3;2;4010020000008957;401002
29;03;2012;AT11;80;1;2;2;4010010000009878;401001
8;02;2011;AT02;125;1;3;1;4010010000003622;401001
24;04;2010;AT09;25;1;5;2;4010010000008038;401001
3;02;2011;AT11;50;1;5;2;4010020000009384;401002
8;04;2012;AT23;50;1;5;1;4010010000003949;401001
13;11;2010;AT05;105;1;5;1;4010010000009491;401001
17;03;2012;AT15;85;1;1;1;4010010000001307;401001
22;09;2012;AT08;175;1;4;1;4010020000003684;401002
26;11;2012;AT07;200;1;3;1;4010020000002911;401002
21;12;2010;AT24;450;1;3;1;4010010000002821;401001
9;02;2011;AT10;175;1;4;2;4010010000002946;401001
5;06;2010;AT14;120;1;2;1;4010020000007571;401002
16;01;2010;AT04;60;1;5;2;4010020000006710;401002
22;11;2012;AT17;125;1;2;2;4010010000008812;401001
24;12;2012;AT19;120;1;2;2;4010020000002999;401002
21;07;2011;AT13;145;1;2;2;4010020000003907;401002
26;02;2012;AT20;80;1;4;1;4010010000008970;401001
7;03;2011;AT03;10;1;3;2;4010010000002825;401001
24;11;2011;AT20;200;1;3;2;4010020000001766;401002
3;08;2010;AT13;110;1;1;1;4010020000006158;401002
8;06;2011;AT18;55;1;4;2;4010020000009418;401002
1;03;2010;AT15;30;1;2;1;4010020000005773;401002
22;07;2012;AT15;125;1;2;1;4010020000003947;401002
28;02;2010;AT23;75;1;1;1;4010020000005043;401002
15;03;2010;AT10;120;1;3;1;4010020000007639;401002
4;10;2011;AT16;105;1;3;2;4010020000007534;401002
4;05;2010;AT08;60;1;1;2;4010010000009143;401001
12;03;2012;AT22;100;1;2;1;4010020000008319;401002
28;04;2012;AT10;25;1;3;1;4010020000004118;401002
15;04;2011;AT21;15;1;4;1;4010010000005438;401001
22;12;2011;AT24;15;1;3;1;4010010000005508;401001
9;05;2012;AT02;15;1;2;2;4010020000002220;401002
7;10;2011;AT05;50;1;5;2;4010020000002813;401002
2;08;2010;AT16;85;1;2;2;4010010000007983;401001
7;10;2012;AT07;110;1;1;2;4010010000005212;401001
4;05;2011;AT14;500;1;5;1;4010020000002558;401002
8;12;2010;AT25;10;1;2;2;4010010000002210;401001
8;09;2010;AT14;60;1;2;1;4010020000002542;401002
18;05;2012;AT16;65;1;3;1;4010020000005264;401002
5;07;2011;AT10;300;1;2;1;4010010000003609;401001
31;03;2010;AT21;145;1;3;2;4010020000003632;401002
25;09;2011;AT25;175;1;2;1;4010010000005240;401001
26;11;2012;AT19;75;1;1;1;4010010000001246;401001
21;11;2011;AT17;115;1;2;2;4010010000006813;401001
6;11;2010;AT17;10;1;1;2;4010010000007749;401001
21;09;2012;AT04;15;1;4;2;4010010000004698;401001
16;10;2012;AT10;450;1;4;2;4010020000005831;401002
25;04;2012;AT10;35;1;3;2;4010010000003953;401001
27;08;2011;AT16;20;1;5;1;4010020000004607;401002
19;07;2011;AT18;65;1;2;1;4010020000009331;401002
20;11;2010;AT15;100;1;5;1;4010020000007231;401002
28;11;2011;AT13;150;1;2;1;4010020000006393;401002
22;03;2011;AT15;65;1;3;1;4010010000003527;401001
7;06;2010;AT03;85;1;1;2;4010020000007258;401002
14;02;2010;AT06;70;1;4;2;4010020000003176;401002
16;06;2012;AT15;95;1;3;1;4010010000006881;401001
15;05;2010;AT23;115;1;5;2;4010020000007706;401002
25;09;2011;AT05;80;1;3;2;4010010000008166;401001
28;08;2010;AT22;120;1;2;2;4010010000009718;401001
25;09;2011;AT12;60;1;1;2;4010020000005229;401002
28;07;2012;AT13;90;1;5;1;4010020000002467;401002
10;09;2012;AT21;45;1;4;1;4010020000001958;401002
26;05;2010;AT12;50;1;1;1;4010020000003006;401002
6;06;2010;AT01;200;1;1;2;4010020000004772;401002
15;10;2012;AT09;115;1;1;1;4010010000004176;401001
8;07;2010;AT09;5;1;4;1;4010020000009750;401002
15;11;2011;AT02;250;1;1;2;4010020000006932;401002
1;10;2012;AT13;135;1;2;1;4010020000002110;401002
19;10;2010;AT25;5;1;2;2;4010010000002720;401001
8;06;2011;AT07;375;1;3;1;4010020000002613;401002
21;05;2011;AT20;150;1;3;2;4010020000002399;401002
20;12;2012;AT15;300;1;4;2;4010010000001681;401001
31;07;2010;AT20;95;1;2;2;4010010000008425;401001
23;03;2012;AT11;125;1;5;2;4010020000009645;401002
10;01;2012;AT12;450;1;1;2;4010020000009432;401002
9;10;2012;AT04;100;1;3;1;4010020000008517;401002
17;05;2011;AT15;450;1;5;1;4010020000007217;401002
25;11;2011;AT24;95;1;1;2;4010020000003429;401002
4;06;2011;AT06;55;1;3;1;4010010000006854;401001
28;10;2010;AT10;85;1;5;2;4010020000008416;401002
22;07;2010;AT19;50;1;3;2;4010020000007608;401002
8;07;2010;AT18;75;1;1;2;4010010000006213;401001
27;02;2010;AT01;25;1;5;1;4010010000005544;401001
5;02;2010;AT13;70;1;5;2;4010010000002225;401001
27;09;2012;AT20;125;1;4;2;4010020000002686;401002
11;11;2012;AT04;95;1;2;1;4010020000008499;401002
24;04;2011;AT25;30;1;3;1;4010020000005725;401002
19;07;2011;AT08;90;1;5;1;4010010000002021;401001
26;12;2010;AT21;110;1;2;2;4010010000004815;401001
11;08;2012;AT14;145;1;3;2;4010020000008609;401002
5;04;2012;AT15;80;1;4;2;4010010000007756;401001
2;06;2012;AT14;15;1;1;1;4010010000001319;401001
20;03;2012;AT11;60;1;1;2;4010020000008568;401002
9;05;2011;AT01;145;1;2;1;4010010000004505;401001
24;09;2012;AT13;175;1;4;1;4010010000009957;401001
12;05;2011;AT16;375;1;5;1;4010010000008110;401001
10;08;2010;AT18;80;1;1;1;4010020000006013;401002
6;09;2012;AT05;55;1;5;2;4010010000002461;401001
27;11;2012;AT03;250;1;3;2;4010020000006686;401002
31;05;2012;AT20;50;1;2;2;4010010000001926;401001
10;08;2011;AT14;250;1;4;2;4010010000009595;401001
3;07;2010;AT22;25;1;5;1;4010020000006446;401002
9;01;2012;AT12;500;1;3;1;4010020000007886;401002
23;03;2012;AT01;75;1;2;1;4010010000008357;401001
22;08;2012;AT02;5;1;1;2;4010010000003669;401001
29;03;2011;AT09;125;1;3;2;4010020000004382;401002
20;01;2012;AT10;55;1;3;1;4010020000007229;401002
14;11;2012;AT04;300;1;1;1;4010010000006403;401001
20;01;2011;AT21;70;1;5;1;4010010000006761;401001
22;05;2010;AT01;110;1;5;1;4010020000009220;401002
13;09;2010;AT15;40;1;2;2;4010020000001423;401002
16;05;2012;AT20;115;1;4;2;4010010000009151;401001
25;04;2012;AT24;105;1;2;1;4010010000005309;401001
19;03;2010;AT09;85;1;1;2;4010010000004587;401001
21;05;2010;AT06;80;1;5;1;4010010000003651;401001
13;09;2011;AT14;115;1;2;2;4010020000001026;401002
11;06;2011;AT20;25;1;4;2;4010010000004944;401001
20;04;2011;AT06;145;1;3;2;4010020000006561;401002
16;06;2011;AT13;120;1;3;1;4010010000006007;401001
12;11;2010;AT09;175;1;2;2;4010010000002930;401001
23;04;2011;AT19;40;1;3;1;4010020000001654;401002
25;10;2010;AT18;375;1;1;2;4010010000008604;401001
24;12;2012;AT20;15;1;5;1;4010010000007437;401001
13;11;2012;AT05;30;1;3;1;4010010000002667;401001
17;11;2010;AT10;15;1;1;1;4010020000002059;401002
4;05;2011;AT01;125;1;3;1;4010010000009667;401001
17;06;2011;AT18;45;1;4;2;4010020000009491;401002
17;05;2012;AT09;85;1;5;1;4010020000003283;401002
2;10;2012;AT12;5;1;2;2;4010020000003228;401002
1;02;2010;AT09;50;1;5;1;4010010000004295;401001
22;08;2012;AT12;175;1;5;1;4010020000001872;401002
8;09;2010;AT13;50;1;5;1;4010020000009768;401002
2;11;2010;AT06;80;1;3;1;4010020000009926;401002
21;06;2010;AT11;85;1;2;2;4010010000004329;401001
22;03;2010;AT22;55;1;5;1;4010010000009343;401001
26;04;2012;AT02;5;1;4;1;4010010000002783;401001
13;07;2012;AT25;40;1;5;1;4010020000001306;401002
29;04;2011;AT06;5;1;2;1;4010010000004863;401001
6;03;2012;AT17;55;1;4;2;4010020000002411;401002
13;05;2010;AT23;85;1;2;1;4010010000007120;401001
14;04;2011;AT05;175;1;1;1;4010010000008933;401001
14;05;2010;AT07;90;1;1;1;4010010000001005;401001
30;10;2012;AT09;150;1;4;2;4010020000001820;401002
6;05;2012;AT11;250;1;3;2;4010020000005664;401002
3;02;2011;AT09;95;1;2;1;4010020000002577;401002
3;07;2011;AT19;30;1;2;1;4010020000006128;401002
3;08;2011;AT02;100;1;3;2;4010010000008828;401001
6;04;2012;AT04;25;1;1;2;4010010000002403;401001
11;07;2012;AT13;375;1;1;2;4010010000006488;401001
12;05;2011;AT11;90;1;3;2;4010010000002157;401001
22;04;2010;AT22;70;1;5;2;4010010000009802;401001
20;04;2010;AT12;500;1;1;1;4010010000002351;401001
22;11;2012;AT15;135;1;1;1;4010010000008246;401001
21;06;2011;AT10;450;1;2;2;4010020000002752;401002
8;05;2010;AT09;25;1;2;1;4010010000001575;401001
27;01;2010;AT05;85;1;3;1;4010020000006549;401002
10;03;2011;AT13;115;1;2;2;4010020000009556;401002
18;02;2010;AT25;250;1;5;1;4010020000004047;401002
7;08;2010;AT18;375;1;1;1;4010020000001209;401002
20;07;2010;AT11;105;1;2;1;4010010000005387;401001
17;12;2010;AT09;25;1;3;1;4010010000006287;401001
10;03;2010;AT14;145;1;5;2;4010010000007307;401001
29;04;2012;AT04;300;1;4;2;4010010000006334;401001
16;07;2010;AT13;45;1;4;1;4010010000006861;401001
10;05;2010;AT12;25;1;4;2;4010010000004970;401001
27;09;2012;AT15;120;1;2;2;4010010000005299;401001
18;06;2011;AT03;175;1;5;1;4010020000002220;401002
12;06;2012;AT03;50;1;4;1;4010010000007443;401001
29;06;2012;AT03;45;1;3;1;4010010000007921;401001
13;02;2010;AT19;80;1;5;2;4010020000004123;401002
10;07;2010;AT07;200;1;4;2;4010010000009456;401001
26;07;2011;AT05;95;1;4;1;4010010000005645;401001
24;09;2011;AT05;5;1;2;2;4010010000006520;401001
5;08;2012;AT09;250;1;2;2;4010010000008410;401001
20;04;2012;AT22;450;1;4;1;4010020000008827;401002
6;02;2011;AT16;25;1;4;2;4010010000001807;401001
9;09;2012;AT21;20;1;1;1;4010020000003840;401002
16;11;2010;AT13;120;1;5;2;4010010000001900;401001
24;09;2012;AT19;55;1;3;1;4010010000003071;401001
20;07;2011;AT25;55;1;5;1;4010020000009435;401002
7;10;2011;AT23;15;1;3;2;4010020000002404;401002
22;10;2010;AT06;125;1;5;2;4010010000001607;401001
12;11;2011;AT17;500;1;2;2;4010020000008952;401002
21;11;2010;AT07;145;1;3;1;4010010000007575;401001
18;11;2010;AT11;125;1;3;2;4010020000007908;401002
14;02;2010;AT14;250;1;5;2;4010010000007472;401001
5;08;2010;AT09;45;1;1;1;4010020000004950;401002
8;12;2011;AT14;175;1;3;1;4010020000007856;401002
7;02;2010;AT03;375;1;1;1;4010010000004728;401001
20;03;2011;AT07;75;1;2;1;4010020000003705;401002
11;09;2011;AT19;450;1;3;2;4010020000008913;401002
3;11;2011;AT04;65;1;4;1;4010010000005995;401001
28;10;2011;AT20;135;1;5;1;4010010000009002;401001
25;06;2010;AT22;20;1;2;1;4010020000009688;401002
26;09;2012;AT22;500;1;1;1;4010020000002230;401002
1;04;2012;AT09;40;1;3;1;4010020000008509;401002
14;07;2011;AT12;60;1;2;2;4010010000008672;401001
5;06;2010;AT04;120;1;1;1;4010020000004689;401002
11;11;2011;AT04;150;1;1;2;4010020000004709;401002
3;08;2010;AT05;80;1;2;2;4010010000004719;401001
13;09;2010;AT05;145;1;3;2;4010020000008130;401002
19;07;2010;AT22;450;1;2;1;4010010000009921;401001
4;06;2012;AT21;200;1;5;2;4010010000005867;401001
6;10;2010;AT05;15;1;3;2;4010020000001113;401002
4;05;2011;AT07;70;1;4;1;4010010000003953;401001
24;05;2011;AT24;200;1;5;1;4010020000002268;401002
30;09;2011;AT07;175;1;2;1;4010020000005177;401002
14;09;2011;AT03;105;1;2;2;4010020000002979;401002
2;07;2010;AT13;15;1;2;1;4010020000005484;401002
9;01;2010;AT16;85;1;1;1;4010020000003870;401002
25;12;2012;AT12;375;1;4;2;4010010000007500;401001
4;04;2012;AT14;80;1;1;2;4010010000009700;401001
26;05;2010;AT04;125;1;3;2;4010020000008560;401002
26;05;2010;AT08;500;1;3;1;4010020000008343;401002
9;02;2010;AT13;200;1;4;2;4010010000004218;401001
27;06;2010;AT20;25;1;1;2;4010010000001131;401001
12;09;2012;AT07;500;1;1;1;4010020000006492;401002
15;09;2011;AT08;15;1;5;2;4010020000003743;401002
22;05;2012;AT08;105;1;1;2;4010020000001572;401002
4;05;2010;AT24;70;1;5;1;4010020000004163;401002
8;10;2011;AT21;120;1;3;2;4010020000007797;401002
25;04;2011;AT03;10;1;1;2;4010010000004882;401001
14;10;2011;AT09;25;1;1;1;4010020000009709;401002
22;09;2011;AT07;65;1;2;2;4010020000007135;401002
2;05;2012;AT07;20;1;4;1;4010010000005794;401001
31;08;2011;AT03;150;1;2;1;4010020000009553;401002
7;02;2011;AT04;145;1;2;1;4010020000007494;401002
14;10;2012;AT22;30;1;5;2;4010020000001818;401002
22;01;2010;AT06;200;1;1;2;4010020000008500;401002
12;07;2010;AT07;150;1;5;2;4010010000006246;401001
6;02;2011;AT13;65;1;1;2;4010010000007647;401001
3;04;2012;AT02;125;1;1;2;4010010000006007;401001
29;07;2010;AT14;145;1;1;1;4010020000006446;401002
20;06;2012;AT13;450;1;4;1;4010020000001503;401002
1;07;2011;AT20;15;1;3;1;4010010000005922;401001
15;03;2011;AT19;85;1;3;2;4010020000004329;401002
12;12;2012;AT07;35;1;5;2;4010020000002935;401002
9;10;2012;AT08;80;1;1;1;4010010000002355;401001
29;08;2011;AT01;90;1;5;1;4010010000001042;401001
9;06;2011;AT01;30;1;5;1;4010010000001243;401001
8;05;2012;AT07;80;1;3;2;4010020000003323;401002
23;07;2010;AT22;115;1;5;2;4010010000003331;401001
18;08;2010;AT07;175;1;4;2;4010010000002500;401001
18;09;2011;AT22;25;1;3;2;4010020000002253;401002
12;04;2012;AT05;65;1;5;1;4010010000002002;401001
25;09;2010;AT11;85;1;1;1;4010020000001260;401002
21;06;2011;AT07;95;1;4;1;4010010000001597;401001
24;09;2012;AT05;95;1;4;2;4010020000001447;401002
20;10;2010;AT17;10;1;4;1;4010020000007191;401002
8;12;2012;AT13;145;1;2;1;4010020000003610;401002
3;01;2010;AT21;90;1;4;2;4010020000008502;401002
4;05;2012;AT07;25;1;2;1;4010010000004036;401001
19;11;2012;AT22;55;1;2;2;4010010000003741;401001
13;10;2010;AT15;25;1;3;1;4010010000006958;401001
22;10;2011;AT25;20;1;5;2;4010020000007391;401002
2;01;2012;AT17;250;1;4;1;4010010000008347;401001
5;07;2012;AT23;145;1;2;2;4010010000008770;401001
15;05;2012;AT13;375;1;1;1;4010010000007296;401001
21;06;2011;AT02;65;1;5;1;4010010000003580;401001
13;10;2010;AT17;55;1;4;2;4010020000001422;401002
28;07;2010;AT04;500;1;3;2;4010010000007910;401001
16;08;2011;AT20;115;1;4;2;4010010000004459;401001
2;09;2011;AT23;135;1;3;2;4010020000008208;401002
18;03;2012;AT10;55;1;1;2;4010010000003603;401001
17;09;2012;AT12;450;1;3;2;4010020000001500;401002
21;08;2012;AT25;10;1;3;1;4010010000005881;401001
3;02;2012;AT02;175;1;5;2;4010020000009499;401002
13;12;2010;AT06;135;1;3;2;4010020000005667;401002
15;07;2010;AT25;30;1;4;2;4010020000008881;401002
25;08;2012;AT15;115;1;1;2;4010020000002016;401002
18;05;2010;AT11;5;1;4;2;4010010000002344;401001
24;10;2010;AT05;20;1;4;1;4010020000006394;401002
4;11;2012;AT12;135;1;2;2;4010020000008173;401002
9;09;2011;AT15;10;1;2;1;4010010000002047;401001
11;05;2011;AT16;65;1;5;1;4010020000009990;401002
13;09;2010;AT22;10;1;1;2;4010010000001390;401001
20;09;2011;AT22;30;1;5;1;4010020000008866;401002
30;07;2012;AT03;250;1;2;2;4010010000008873;401001
28;11;2010;AT10;250;1;1;2;4010010000008433;401001
30;05;2012;AT07;35;1;4;1;4010010000007455;401001
8;10;2011;AT09;135;1;1;2;4010020000008694;401002
13;09;2010;AT10;75;1;5;1;4010020000009926;401002
10;08;2011;AT08;150;1;5;1;4010020000006740;401002
11;01;2012;AT04;450;1;5;2;4010020000006375;401002
12;11;2010;AT19;145;1;2;2;4010010000009982;401001
11;05;2012;AT14;15;1;5;2;4010010000005098;401001
25;07;2012;AT07;125;1;2;2;4010020000007311;401002
3;11;2011;AT02;375;1;3;1;4010020000001865;401002
13;08;2011;AT18;300;1;2;2;4010010000009949;401001
16;06;2010;AT23;40;1;1;1;4010010000008291;401001
17;03;2010;AT12;145;1;2;2;4010020000004958;401002
7;11;2012;AT07;70;1;3;1;4010020000004243;401002
21;11;2010;AT18;150;1;3;2;4010010000005666;401001
30;07;2010;AT13;135;1;4;2;4010020000007315;401002
24;11;2011;AT10;80;1;4;1;4010020000007893;401002
21;08;2010;AT12;40;1;4;1;4010020000004330;401002
26;05;2012;AT09;85;1;4;1;4010010000008184;401001
19;03;2011;AT12;375;1;4;1;4010020000004807;401002
27;09;2012;AT13;75;1;4;1;4010010000005113;401001
7;07;2011;AT08;110;1;1;1;4010020000009425;401002
19;10;2010;AT07;30;1;5;1;4010010000004119;401001
14;04;2011;AT15;10;1;1;1;4010010000004412;401001
1;06;2012;AT11;85;1;4;2;4010010000006184;401001
22;06;2012;AT17;85;1;2;2;4010020000006730;401002
13;01;2010;AT09;15;1;5;2;4010010000002064;401001
27;07;2012;AT01;105;1;5;1;4010010000007693;401001
24;09;2010;AT06;15;1;2;2;4010020000001780;401002
6;08;2011;AT21;60;1;2;1;4010020000005462;401002
29;03;2012;AT05;35;1;5;2;4010020000003878;401002
29;04;2010;AT09;250;1;5;2;4010020000005408;401002
15;06;2011;AT19;50;1;2;2;4010010000003565;401001
5;04;2012;AT04;135;1;5;1;4010010000007289;401001
3;11;2012;AT23;200;1;4;1;4010010000007314;401001
23;08;2011;AT12;500;1;4;2;4010020000007332;401002
6;09;2010;AT08;175;1;5;2;4010020000008711;401002
1;08;2010;AT17;25;1;3;1;4010020000004305;401002
3;12;2012;AT22;30;1;3;2;4010010000005215;401001
28;03;2011;AT02;15;1;4;2;4010010000001529;401001
16;07;2012;AT13;135;1;1;1;4010010000004075;401001
22;10;2010;AT10;70;1;4;2;4010010000009108;401001
17;10;2011;AT02;150;1;1;1;4010010000004739;401001
3;03;2012;AT16;30;1;4;1;4010020000001684;401002
30;10;2011;AT17;15;1;1;2;4010010000006261;401001
18;12;2011;AT08;450;1;1;2;4010010000007972;401001
10;10;2012;AT20;375;1;2;1;4010010000002034;401001
20;03;2011;AT25;60;1;1;1;4010020000004115;401002
16;02;2012;AT11;70;1;3;1;4010010000004095;401001
13;10;2012;AT21;110;1;5;1;4010010000009766;401001
14;07;2010;AT16;200;1;1;2;4010020000001289;401002
15;03;2010;AT19;125;1;4;2;4010020000002819;401002
26;12;2011;AT04;55;1;5;2;4010010000007008;401001
23;05;2012;AT03;145;1;5;2;4010010000003262;401001
26;11;2012;AT10;200;1;2;1;4010010000004468;401001
6;02;2012;AT22;375;1;2;1;4010010000004409;401001
25;09;2012;AT04;55;1;1;2;4010020000007853;401002
10;09;2010;AT22;125;1;4;1;4010010000007669;401001
13;10;2010;AT16;250;1;4;2;4010010000005528;401001
23;06;2011;AT22;35;1;1;2;4010020000001125;401002
22;02;2011;AT13;95;1;5;2;4010020000002077;401002
27;06;2010;AT14;105;1;2;1;4010020000002206;401002
20;07;2011;AT12;135;1;3;2;4010010000006776;401001
3;11;2011;AT04;30;1;4;1;4010020000005790;401002
15;02;2012;AT04;175;1;2;2;4010020000008968;401002
27;06;2010;AT25;375;1;3;2;4010010000003618;401001
8;01;2012;AT20;175;1;2;1;4010020000001209;401002
17;03;2011;AT14;250;1;5;1;4010010000005982;401001
20;03;2010;AT20;90;1;3;2;4010020000005533;401002
19;05;2010;AT17;50;1;4;1;4010020000002721;401002
26;05;2011;AT10;145;1;4;1;4010020000001388;401002
10;06;2010;AT07;5;1;2;2;4010020000003751;401002
26;07;2010;AT02;70;1;5;2;4010010000007647;401001
14;02;2012;AT13;75;1;3;1;4010020000002506;401002
23;01;2012;AT12;145;1;1;2;4010010000007382;401001
6;10;2010;AT22;115;1;5;2;4010020000006103;401002
7;09;2010;AT23;500;1;4;1;4010010000004422;401001
25;12;2010;AT15;175;1;2;2;4010020000009307;401002
2;01;2010;AT14;200;1;2;1;4010020000009196;401002
23;03;2011;AT02;45;1;3;2;4010020000009444;401002
17;11;2010;AT18;10;1;3;2;4010020000003284;401002
3;10;2012;AT24;65;1;3;1;4010010000009028;401001
11;08;2011;AT13;10;1;5;1;4010010000005241;401001
3;06;2011;AT05;115;1;1;1;4010020000004170;401002
13;11;2011;AT17;375;1;2;2;4010020000003502;401002
1;05;2010;AT06;5;1;3;1;4010010000003094;401001
2;05;2011;AT20;200;1;3;1;4010010000008176;401001
24;06;2012;AT05;90;1;1;1;4010020000002955;401002
26;02;2010;AT24;250;1;2;1;4010010000004573;401001
18;06;2011;AT14;65;1;5;2;4010020000003687;401002
11;01;2010;AT01;80;1;4;2;4010020000003680;401002
30;08;2011;AT10;375;1;5;2;4010020000003872;401002
16;01;2012;AT18;90;1;1;2;4010020000001911;401002
5;11;2012;AT08;65;1;5;2;4010010000002684;401001
27;01;2011;AT14;500;1;5;2;4010010000009477;401001
11;10;2010;AT14;125;1;1;1;4010020000006069;401002
5;08;2012;AT22;135;1;3;2;4010010000005620;401001
11;02;2011;AT04;300;1;5;2;4010010000005636;401001
24;05;2011;AT23;35;1;2;1;4010020000009990;401002
27;08;2012;AT12;40;1;4;2;4010010000007646;401001
25;04;2012;AT22;40;1;3;1;4010010000001728;401001
4;07;2010;AT06;70;1;4;1;4010020000006069;401002
8;04;2012;AT16;35;1;5;2;4010010000005763;401001
3;03;2012;AT02;450;1;3;2;4010020000002939;401002
30;06;2012;AT02;250;1;3;2;4010010000003914;401001
4;09;2010;AT19;10;1;1;1;4010020000009652;401002
22;09;2010;AT16;70;1;3;2;4010020000003638;401002
27;07;2011;AT17;90;1;4;1;4010020000003208;401002
21;05;2010;AT05;500;1;4;1;4010010000007743;401001
26;08;2011;AT02;75;1;5;2;4010020000007209;401002
16;10;2012;AT07;95;1;3;2;4010010000003372;401001
18;02;2012;AT08;60;1;2;1;4010020000007581;401002
7;01;2012;AT21;500;1;1;2;4010010000007056;401001
3;09;2012;AT10;125;1;1;2;4010010000005529;401001
3;03;2012;AT04;15;1;4;1;4010010000008788;401001
4;11;2012;AT23;35;1;3;2;4010020000003838;401002
31;07;2012;AT12;135;1;2;1;4010010000005588;401001
29;09;2010;AT10;85;1;5;2;4010010000007197;401001
12;06;2012;AT10;75;1;1;1;4010010000004579;401001
2;06;2011;AT24;450;1;4;2;4010020000004946;401002
